what,kind,bundleId,bundleVersion,description,time
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707064493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707064708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707067028
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707068758
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1329707082280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707083429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707085415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707107393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707237470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329707291413
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329707292742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329707364660
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329707366298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707368083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707370904
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707371110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707371990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707380688
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707394535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329707396261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329707397229
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329707398934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707399908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707402905
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707403217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707403669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707409163
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707410886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329707415075
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329707416295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707417400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707420399
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707420601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707421104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707432170
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707434362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329707439263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707447844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707448290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329707457297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329707458347
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329707459302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707460852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707463747
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707464003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707464480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707473640
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707483316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329707512608
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329707513494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707514710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707517579
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329707517835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707518341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707529224
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329707530711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707563215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329707563835
