what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1332468129657
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1332468129657
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1332468129687
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1332468129708
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1332468129739
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1332468129770
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1332468129802
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1332468129818
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1332468129843
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1332468129874
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1332468129891
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1332468129907
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1332468129931
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1332468129951
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1332468129973
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1332468129985
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1332468129999
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1332468130022
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1332468130023
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1332468130028
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332468130044
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1332468130055
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1332468130081
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1332468130111
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1332468130161
os,sysinfo,,,"macosx",1332468130164
arch,sysinfo,,,"x86_64",1332468130164
ws,sysinfo,,,"cocoa",1332468130164
locale,sysinfo,,,"en_US",1332468130164
processors,sysinfo,,,"8",1332468130164
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332468130164
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50d",1332468130164
java.specification.name,sysinfo,,,"Java Platform API Specification",1332468130164
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332468130164
java.specification.version,sysinfo,,,"1.6",1332468130164
java.vendor,sysinfo,,,"Apple Inc.",1332468130164
java.version,sysinfo,,,"1.6.0_29",1332468130164
java.vm.info,sysinfo,,,"mixed mode",1332468130164
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1332468130164
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332468130164
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332468130164
java.vm.specification.version,sysinfo,,,"1.0",1332468130164
java.vm.vendor,sysinfo,,,"Apple Inc.",1332468130164
java.vm.version,sysinfo,,,"20.4-b02-402",1332468130164
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1332468130182
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1332468130853
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1332468131831
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1332468132191
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1332468132407
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1332468132455
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332468132637
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332468132777
