what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047291167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047294278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047298574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047301498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047305255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047307503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047309326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047310758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047415060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047452519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330047453968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047455733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047518431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047519025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047583197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047583935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047585152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047660789
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047664979
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330047667331
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047675498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047697618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047698679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047699827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047704084
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047705762
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047720215
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047735617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330047808677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330047810566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047811870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047812430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047812982
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047830583
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047834892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330047849444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047852478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047874532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330047875734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330047878811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047881100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1330047891929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047892940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047897293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330047909482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047914957
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047959445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330047966328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047966794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330047967419
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330047968662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330047970668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330048003359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330048006217
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330048024680
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330048029040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330048120894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330048149078
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330048166527
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330048170507
