what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330825921033
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330825923916
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330825923947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330825925612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827317380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827318714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827553755
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330827557097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1330827563801
error,log,,,"Unable to read /Users/Dannis/Documents/Full Sail School Files/AVF/Week 1/Android phone gap/AndroidManifest.xml: org.eclipse.core.internal.resources.ResourceException: Resource is out of sync with the file system: '/goFast_Android/AndroidManifest.xml'.",1330827564160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827572102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827573768
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1330827578538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827580664
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330827732761
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330827732788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827902918
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330827902941
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1330827907327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827909922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827935200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330827940718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330828125843
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330828125856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330828127789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330995544308
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330995544917
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330995544942
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330995606581
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330995606581
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330995608965
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330995612461
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1330995612461
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1330995612461
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1330995612461
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1330995612462
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1330995612462
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1330995612462
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330995612462
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1330995612462
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1330995612462
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1330995612462
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1330995612462
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1330995612463
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1330995612463
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1330995612463
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.2.0.r37x201110261101,"org.eclipse.wb.rcp.databinding.emf",1330995612463
stopped,bundle,org.eclipse.wb.rcp.databinding,1.2.0.r37x201110261101,"org.eclipse.wb.rcp.databinding",1330995612463
stopped,bundle,org.eclipse.wb.rcp.nebula,1.2.0.r37x201110261101,"org.eclipse.wb.rcp.nebula",1330995612463
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.2.0.r37x201110261101,"org.eclipse.wb.rcp.swing2swt",1330995612463
stopped,bundle,org.eclipse.wb.rcp,1.2.0.r37x201110261101,"org.eclipse.wb.rcp",1330995612463
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1330995612482
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1330995612483
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1330995612483
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1330995612483
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1330995612483
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1330995612483
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330995612483
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330995612483
