what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959526002
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329959530299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959531316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959534633
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329959534679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959535733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959570514
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959576822
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959576843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329959583065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959583446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959585717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329959589786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959590223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959676442
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959677839
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959687864
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959693496
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959700297
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959703317
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329959704969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959710188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959963129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959966349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959968632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959969791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959979999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959981225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959982193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329959982623
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960006469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960008211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960023720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960025300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960025984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329960027783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960064405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960073418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960076919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960082868
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1329960085051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960085124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960112024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960116473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960121592
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329960123091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960124228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960127383
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329960127839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960128429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960153098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960154960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960155508
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329960157335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960159951
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329960161168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960162260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960165082
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329960165380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960165618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960174163
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329960177795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960182345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960188552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329960189549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960191387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960192427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960239004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960255297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960256229
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329960257835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960259501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960262790
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329960263067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960263497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960378466
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329960380171
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1329960416926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960418322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960433305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329960434515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960464953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329960534400
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329960536153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960537759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960540227
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329960540480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960540857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960594672
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329960598529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960672392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960672985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960678255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960778804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960784212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960785916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960786606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960794126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960796224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960830258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960831501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329960832062
