what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964111485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964114214
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1329964114520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964114924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964125973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964127005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964127703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964132429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964144973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964146285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964160258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964160902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964174942
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329964197629
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329964250168
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329964255768
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329964256081
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329964256101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964269866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964308179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964352842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964781124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329964870789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964873002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964890818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964891377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329964892077
