what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260566378
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1331260617426
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1331260617484
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1331260617638
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1331260617702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260618070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260831639
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1331260833672
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1331260845077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260845546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260846564
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1331260858582
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1331260863349
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1331260863751
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1331260863794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331260869825
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1331260873985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260874466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260882543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260926467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260927610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260928437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260930904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260939206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260942060
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331260942094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331260942094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331260942720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331265837315
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1331265853312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331265862864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331265879325
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1331265879412
